	sampling	sampling_strategy	param	value	mean_precision	mean_recall	mean_f1	mean_avg_precision	mean_interpolated_auc
0	NONE	0.0	kernel	linear	0.0014053924343520089	0.4225	0.002801459151845291	0.005603653175059206	0.004559714629230262
1	NONE	0.0	kernel	rbf	0.003205362588636373	0.9608333333333334	0.0063893898192683134	0.0009424500691201196	0.0008647798807073023
2	UNDER	0.5	kernel	linear	0.00022959743228221909	0.10500000000000001	0.00045819278033953757	0.06067931320381168	0.053642480124131184
3	UNDER	0.5	kernel	rbf	0.004201748957630009	0.8433333333333334	0.00836117334322424	0.014187007410510249	0.013760099957273156
4	UNDER	1.0	kernel	linear	0.00016667585160512542	0.0925	0.00033275102472810346	0.1066462469338639	0.09582111216367181
5	UNDER	1.0	kernel	rbf	0.0033329150722863467	0.6983333333333334	0.006633986318226768	0.12218022813634191	0.11723695120460871
6	OVER	0.5	kernel	linear	0.00020992643691338493	0.09333333333333334	0.00041891035191245673	0.053326016142738686	0.045769018384721895
7	OVER	0.5	kernel	rbf	0.004051946546644754	0.8691666666666666	0.008066233007134164	0.01451813784927477	0.013918889437389536
8	OVER	1.0	kernel	linear	0.00023800637689591603	0.1325	0.00047515864542380245	0.028187303418042937	0.02487265275925264
9	OVER	1.0	kernel	rbf	0.003264837141922589	0.7383333333333333	0.006500887846952297	0.10994914103424251	0.1079071468213811
10	NONE	0.0	nu	0.01	0.0670068536275714	0.6983333333333334	0.12218694171534587	0.0010225403611753019	0.0009070537624344596
11	NONE	0.0	nu	0.05	0.02894380271715038	0.8816666666666666	0.0560383340344053	0.0010897800560201118	0.0009378952565702835
12	NONE	0.0	nu	0.1	0.015165415160247173	0.9075	0.029831341859018302	0.0011240944934185729	0.0009548186840084965
13	NONE	0.0	nu	0.2	0.00778783073140336	0.9341666666666667	0.015446802497811283	0.001048806418800175	0.0009174676301220059
14	UNDER	0.5	nu	0.01	0.004542954889239945	0.5258333333333334	0.008936395901500907	0.07890382201623312	0.0759459704069186
15	UNDER	0.5	nu	0.05	0.015301087535463265	0.33083333333333337	0.02898245134555154	0.011010253412343641	0.006994091595187055
16	UNDER	0.5	nu	0.1	0.013929366581773784	0.35750000000000004	0.026721005048394524	0.04873777296068858	0.04091144676981567
17	UNDER	0.5	nu	0.2	0.008611213806169611	0.4491666666666667	0.0168801615530771	0.14680209190928467	0.14393416197051037
18	UNDER	1.0	nu	0.01	0.005413112174202626	0.5133333333333334	0.010639503170913268	0.027364886661979747	0.024431820223522006
19	UNDER	1.0	nu	0.05	0.014755815465556016	0.3175	0.02768516788974995	0.020600149811129252	0.013935564748145429
20	UNDER	1.0	nu	0.1	0.011821798291207861	0.2916666666666667	0.0222767999831165	0.08100419223370578	0.07605865122431807
21	UNDER	1.0	nu	0.2	0.007795377853680574	0.38499999999999995	0.01525766743089629	0.19721805137285536	0.19606373040395578
22	OVER	0.5	nu	0.01	0.05066950815207222	0.29083333333333333	0.08617204027320209	0.0014520195638246102	0.0011832814587268542
23	OVER	0.5	nu	0.05	0.02459729260348888	0.38416666666666666	0.046213606504552494	0.005077443700851989	0.003225318119065767
24	OVER	0.5	nu	0.1	0.01697482269319255	0.4508333333333333	0.0327108637402341	0.03739200171430919	0.03355163800644049
25	OVER	0.5	nu	0.2	0.010388260222980344	0.5666666666666667	0.02040047698447527	0.10188633872100492	0.09642997031380408
26	OVER	1.0	nu	0.01	0.04058513987662908	0.265	0.07026929702491483	0.0015570932144446967	0.0012589985542647048
27	OVER	1.0	nu	0.05	0.022244579271935953	0.35750000000000004	0.0418613753499105	0.02573627555155376	0.02189974310442363
28	OVER	1.0	nu	0.1	0.014552591484396967	0.41083333333333333	0.02810378538195698	0.11770824925596005	0.11441936039051767
29	OVER	1.0	nu	0.2	0.007706124201404612	0.4375	0.015144300045541006	0.19058964413922178	0.1887242497869464
30	NONE	0.0	gamma	scale	0.003205362588636373	0.9608333333333334	0.0063893898192683134	0.0009424500691201196	0.0008647798807073023
31	NONE	0.0	gamma	auto	0.0032049151941473545	0.9608333333333334	0.006388505051679538	0.000938529476527946	0.000862478520756752
32	NONE	0.0	gamma	0.01	0.0032063884373793824	0.9608333333333334	0.0063914272825390025	0.0009480562283970736	0.0008681389403746964
33	NONE	0.0	gamma	0.1	0.003243415930713254	0.9733333333333334	0.006465270867692714	0.000924091804947511	0.0008553995893931489
34	NONE	0.0	gamma	1.0	0.0021171015950724424	1.0	0.004225252400948305	0.001003622485199844	0.0008617704045784053
35	UNDER	0.5	gamma	scale	0.004201748957630009	0.8433333333333334	0.00836117334322424	0.014187007410510249	0.013760099957273156
36	UNDER	0.5	gamma	auto	0.00440473578433581	0.9349999999999999	0.008767924402820697	0.001031603065567508	0.0009261548011121471
37	UNDER	0.5	gamma	0.01	0.0051137075291359056	0.9216666666666666	0.01016953471616591	0.0012328386132490054	0.0010222931099221268
38	UNDER	0.5	gamma	0.1	0.002201502967635307	0.9333333333333332	0.004392639342654452	0.0010549967431254942	0.0009591852372349262
39	UNDER	0.5	gamma	1.0	0.0016703227856937556	1.0	0.0033350711239281128	0.0015843789015881436	0.0012828416109101222
40	UNDER	1.0	gamma	scale	0.0033329150722863467	0.6983333333333334	0.006633986318226768	0.12218022813634191	0.11723695120460871
41	UNDER	1.0	gamma	auto	0.0034178684266242217	0.8158333333333335	0.006806910380802805	0.001101953742862808	0.0009830370536570126
42	UNDER	1.0	gamma	0.01	0.004886462457507903	0.7508333333333335	0.009708520280302559	0.005493597657338121	0.003185054025727478
43	UNDER	1.0	gamma	0.1	0.001929442851781899	0.9466666666666667	0.0038510330741850065	0.0011740151266986616	0.0010442549399504897
44	UNDER	1.0	gamma	1.0	0.0016699919635505063	1.0	0.003334411689077086	0.0021139715913211354	0.0016573641650939972
45	OVER	0.5	gamma	scale	0.004051946546644754	0.8691666666666666	0.008066233007134164	0.01451813784927477	0.013918889437389536
46	OVER	0.5	gamma	auto	0.004772353476862948	0.9475	0.009496778796402386	0.0011147844550811533	0.0009653244779512301
47	OVER	0.5	gamma	0.01	0.004759630050781106	0.9349999999999999	0.009470985808329715	0.001544324504300814	0.001176935656884419
48	OVER	0.5	gamma	0.1	0.0036183923891344215	0.9341666666666667	0.007208831373753055	0.000990197341676336	0.0009111001986936203
49	OVER	0.5	gamma	1.0	0.001990931331055659	0.9608333333333334	0.0039736232675744295	0.001054415312583545	0.0009175095252107555
50	OVER	1.0	gamma	scale	0.003264837141922589	0.7383333333333333	0.006500887846952297	0.10994914103424251	0.1079071468213811
51	OVER	1.0	gamma	auto	0.004779581593048292	0.9341666666666667	0.009510444585232833	0.0012220186526332752	0.001025627374999441
52	OVER	1.0	gamma	0.01	0.004511520116265098	0.8433333333333334	0.00897491745157956	0.0017828943025603283	0.001308629323637176
53	OVER	1.0	gamma	0.1	0.0032386579256027275	0.9208333333333334	0.0064545890782140335	0.001004471160496017	0.0009240536199261639
54	OVER	1.0	gamma	1.0	0.0018512608545159254	0.9741666666666667	0.003695492828580628	0.0011071417873155624	0.0009562086078018552
